tf,n,mode,band,sharpe_full,ret_full,dd_full,trades,expo,sharpe_is,ret_is,dd_is,sharpe_oos,ret_oos,dd_oos
1h,28,ls,0.0,-2.0194769324561714,-0.9402411339381799,-0.9454922106103455,1760,0.9987339008950011,-1.62628139854648,-0.7671535851528631,-0.7903514360396975,-2.6959235124398355,-0.7433550089184252,-0.763813395298037
1h,28,ls,0.02,-1.4192929409605672,-0.8734408387200929,-0.8836561060288384,1216,0.9987339008950011,-1.2425491127188615,-0.6865035440035032,-0.7122653006658948,-1.7303662639651687,-0.5962979521487088,-0.6404847100591138
1h,28,ls,0.04,-1.1427580864166285,-0.8213000738225485,-0.8686661409099037,942,0.9987339008950011,-1.0297704688216345,-0.6304437704478467,-0.710118235930277,-1.3448249255768574,-0.5164472632648873,-0.5979859771508491
1h,28,ls,0.06,-0.8822322866814073,-0.7525577846181863,-0.7959538797821255,772,0.9987339008950011,-0.6593906038787662,-0.507653223805868,-0.6144626291407356,-1.2622337706814404,-0.4974228991716889,-0.5512887745701419
1h,28,long_only,0.0,-1.1149945667848198,-0.6519256402256073,-0.7326166879145803,880,0.5247325911373063,-0.15633979686124636,-0.16047057183450752,-0.4197749417276152,-2.8620745277854205,-0.5853934977181282,-0.6260698601311857
1h,28,long_only,0.02,-0.6598739398511085,-0.4940928132192097,-0.665557050672629,608,0.5274830822964418,0.1253315998731627,-0.026617456318226207,-0.41803061028451327,-2.0820197385855543,-0.4802586197331845,-0.538888112350393
1h,28,long_only,0.04,-0.4537199804294567,-0.39846438450905297,-0.6236420918308703,471,0.5268282034490286,0.28087011301739756,0.05679132970243206,-0.40329647453134465,-1.7928769050677773,-0.43079054626581514,-0.49450226709033374
1h,28,long_only,0.06,-0.2598639610786604,-0.2907439725229808,-0.5819942987116226,386,0.5227679545950665,0.5574875978214022,0.2219103432098415,-0.3826762904337274,-1.7327791946769793,-0.41955149866898656,-0.48244607925080296
1h,30,ls,0.0,-1.386366754413938,-0.8681116185134107,-0.8878132243735151,1666,0.998646583715346,-1.1598319301026716,-0.6657487224336168,-0.696843381498357,-1.7792656124175832,-0.6054214588292872,-0.6559752597466918
1h,30,ls,0.02,-0.9766498250694889,-0.7800731478524101,-0.8412854378511704,1150,0.998646583715346,-0.782421852285001,-0.5524360021112228,-0.6482693270042954,-1.3108375277337487,-0.5086136213256289,-0.6142382121921626
1h,30,ls,0.04,-0.5615266284303593,-0.6308661343488795,-0.7572346716125912,882,0.998646583715346,-0.3303744608476072,-0.36511006536115065,-0.5695503218400746,-0.9511578775782717,-0.41858604852335746,-0.5053550217933298
1h,30,ls,0.06,-0.6637313298511829,-0.6749994830236574,-0.7727729365659957,710,0.998646583715346,-0.5217916510501297,-0.45239774870957994,-0.601817897682942,-0.9072488034510764,-0.40650259159730995,-0.5171755930525959
1h,30,long_only,0.0,-0.6374785600444663,-0.4815588528777116,-0.6440678987637232,833,0.5242523466492033,0.19182260619104918,0.00922302794148866,-0.3799460888702897,-2.1137512873137325,-0.4862967522850197,-0.5366280943430862
1h,30,long_only,0.02,-0.3269409084134824,-0.3311557484219877,-0.5953903938133426,575,0.5260860074219603,0.46789567109234637,0.16628431610486216,-0.3674573906563996,-1.7533792655916558,-0.42651698017185347,-0.4971203061056896
